card_id,transaction_id
C07212-K2,3234402
C05426-K1,3234405
C09301-K2,3234417
C07212-K2,3234452
C12397-K1,3234469
C11031-K2,3234549
C11031-K2,3234564
C05292-K1,3234569
C13171-K2,3234576
C11923-K2,3234600
C03019-K2,3234606
C07508-K2,3234615
C11031-K2,3234646
C04844-K1,3234677
C03019-K2,3234690
C12811-K1,3234703
C07044-K1,3234760
C12811-K1,3234764
C04597-K2,3234781
C00728-K2,3234870
C03381-K1,3234877
C07981-K1,3234912
C10760-K2,3234930
C07981-K1,3234945
C05245-K2,3234955
C09246-K1,3234966
C01521-K2,3234979
C11000-K2,3234995
C12136-K2,3235034
C06657-K1,3235087
C10837-K2,3235092
C13504-K1,3235099
C03095-K2,3235136
C08943-K2,3235195
C01521-K2,3235207
C01521-K2,3235210
C04210-K1,3235228
C09696-K1,3235230
C00952-K1,3235234
C00952-K1,3235246
C05519-K2,3235260
C07073-K1,3235283
C11031-K2,3235284
C11031-K2,3235289
C06437-K1,3235293
C03218-K2,3235354
C01138-K2,3235382
C03218-K2,3235398
C06224-K2,3235464
C04125-K2,3235559
C04844-K1,3235624
C00782-K1,3235627
C11000-K2,3235710
C07185-K2,3235722
C10328-K1,3235780
C07508-K2,3235809
C10328-K1,3235840
C12097-K1,3235851
C06630-K2,3235926
C07508-K2,3235933
C09631-K1,3235943
C06224-K2,3236013
C06224-K2,3236017
C01138-K2,3236092
C02000-K2,3236182
C01010-K1,3236186
C02000-K2,3236212
C04933-K1,3236213
C05289-K2,3236238
C05289-K2,3236258
C02000-K2,3236316
C08206-K2,3236320
C02949-K1,3236330
C05245-K2,3236380
C12166-K2,3236393
C06224-K2,3236395
C05289-K2,3236403
C06224-K2,3236442
C04865-K1,3236477
C06224-K2,3236484
C01377-K1,3236497
C00750-K2,3236514
C04865-K1,3236543
C01982-K2,3236548
C04865-K1,3236551
C05307-K2,3236581
C08206-K2,3236587
C13171-K2,3236595
C00795-K1,3236601
C04125-K2,3236631
C11597-K2,3236632
C06744-K2,3236636
C11597-K2,3236640
C00294-K2,3236645
C03598-K2,3236646
C04125-K2,3236647
C04125-K2,3236665
C04125-K2,3236668
C00294-K2,3236697
C11597-K2,3236835
C11597-K2,3236876
C11597-K2,3236897
C11597-K2,3236936
C08206-K2,3236950
C06811-K1,3236984
C11597-K2,3236986
C11597-K2,3237006
C10016-K2,3237015
C08989-K2,3237064
C11509-K2,3237085
C09363-K2,3237089
C07562-K2,3237108
C11509-K2,3237181
C07562-K2,3237199
C07867-K2,3237268
C11958-K1,3237308
C09791-K1,3237506
C02354-K2,3237600
C01109-K2,3237611
C07562-K2,3237616
C07562-K2,3237634
C02354-K2,3237671
C07562-K2,3237685
C02354-K2,3237694
C00854-K2,3237753
C03685-K2,3237757
C02250-K2,3237761
C12942-K2,3237862
C07925-K1,3237874
C13440-K2,3237881
C13440-K2,3237893
C03019-K2,3237938
C03019-K2,3237947
C11787-K1,3237954
C06630-K2,3237958
C04125-K2,3237972
C06942-K2,3237993
C05426-K1,3237997
C12680-K1,3238074
C13372-K1,3238080
C12680-K1,3238089
C13372-K1,3238102
C13372-K1,3238111
C07508-K2,3238116
C13372-K1,3238139
C09902-K2,3238164
C06437-K1,3238180
C03047-K2,3238182
C06437-K1,3238221
C03218-K2,3238281
C06437-K1,3238287
C06437-K1,3238307
C07508-K2,3238344
C02716-K2,3238350
C07508-K2,3238357
C06437-K1,3238362
C02513-K1,3238397
C06437-K1,3238404
C12900-K2,3238420
C12900-K2,3238431
C08962-K2,3238472
C06630-K2,3238477
C10742-K1,3238528
C07981-K1,3238532
C04125-K2,3238533
C02782-K2,3238551
C11509-K2,3238558
C02782-K2,3238562
C11509-K2,3238566
C12900-K2,3238599
C12900-K2,3238607
C05031-K2,3238608
C08989-K2,3238616
C04125-K2,3238621
C04125-K2,3238623
C08989-K2,3238625
C07212-K2,3238654
C08989-K2,3238673
C07212-K2,3238692
C06962-K2,3238751
C00693-K1,3238850
C08989-K2,3238851
C08989-K2,3238880
C03685-K2,3238990
C13081-K1,3239032
C12900-K2,3239042
C02371-K2,3239092
C02716-K2,3239119
C09438-K1,3239169
C12900-K2,3239189
C00750-K2,3239245
C00294-K2,3239262
C12900-K2,3239276
C05307-K2,3239280
C00854-K2,3239331
C02545-K2,3239367
C05572-K1,3239388
C07185-K2,3239389
C08206-K2,3239401
C08206-K2,3239418
C07185-K2,3239430
C02545-K2,3239452
C08206-K2,3239454
C06224-K2,3239504
C04125-K2,3239518
C06224-K2,3239540
C11201-K1,3239544
C06437-K1,3239567
C07212-K2,3239573
C00854-K2,3239579
C02181-K2,3239598
C09241-K2,3239603
C06437-K1,3239605
C07638-K1,3239639
C07638-K1,3239642
C09438-K1,3239658
C02809-K2,3239659
C05031-K2,3239693
C04828-K2,3239694
C07212-K2,3239707
C07612-K1,3239730
C09241-K2,3239744
C06224-K2,3239802
C13447-K1,3239818
C13447-K1,3239830
C07212-K2,3239833
C13447-K1,3239848
C11522-K2,3239850
C03278-K2,3239858
C06362-K1,3239924
C11201-K1,3239946
C06630-K2,3239950
C07212-K2,3239975
C12942-K2,3239978
C08962-K2,3239988
C13407-K1,3240008
C11847-K2,3240011
C05381-K2,3240016
C13407-K1,3240051
C12815-K1,3240088
C08962-K2,3240162
C07212-K2,3240191
C07212-K2,3240193
C03278-K2,3240203
C03278-K2,3240205
C10344-K2,3240209
C03095-K2,3240210
C07212-K2,3240211
C03278-K2,3240252
C04551-K1,3240298
C07571-K1,3240322
C11597-K2,3240323
C07212-K2,3240334
C03278-K2,3240359
C11597-K2,3240366
C07212-K2,3240372
C08450-K2,3240400
C11597-K2,3240415
C11597-K2,3240417
C11597-K2,3240450
C07212-K2,3240481
C07212-K2,3240508
C04172-K2,3240514
C04125-K2,3240516
C04597-K2,3240546
C07614-K2,3240608
C12111-K1,3240616
C07212-K2,3240666
C06630-K2,3240698
C09241-K2,3240711
C09241-K2,3240766
C07571-K1,3240800
C04873-K1,3240857
C04125-K2,3240921
C06224-K2,3240934
C05786-K2,3240936
C06224-K2,3240946
C08842-K2,3240951
C04125-K2,3240957
C04125-K2,3240960
C04125-K2,3241005
C00750-K2,3241013
C04125-K2,3241049
C02250-K2,3241073
C05031-K2,3241090
C00750-K2,3241091
C00750-K2,3241097
C02250-K2,3241098
C02147-K2,3241114
C12900-K2,3241115
C00750-K2,3241117
C00750-K2,3241120
C00750-K2,3241132
C02147-K2,3241138
C02147-K2,3241145
C01155-K2,3241148
C00750-K2,3241149
C11000-K2,3241150
C06630-K2,3241155
C02147-K2,3241182
C04125-K2,3241218
C08450-K2,3241231
C04125-K2,3241262
C07215-K1,3241264
C04125-K2,3241272
C06630-K2,3241321
C10760-K2,3241348
C11388-K1,3241363
C11000-K2,3241400
C11000-K2,3241403
C11000-K2,3241418
C12966-K1,3241425
C11000-K2,3241427
C04588-K1,3241442
C09241-K2,3241472
C04588-K1,3241515
C00952-K1,3241530
C11509-K2,3241537
C06464-K1,3241570
C11509-K2,3241581
C11509-K2,3241618
C07638-K1,3241631
C09933-K2,3241674
C00952-K1,3241677
C07508-K2,3241686
C07508-K2,3241710
C11509-K2,3241713
C07508-K2,3241719
C07508-K2,3241736
C02195-K1,3241752
C01864-K1,3241757
C10760-K2,3241805
C09657-K2,3241815
C03351-K2,3241820
C10760-K2,3241824
C10760-K2,3241829
C10760-K2,3241851
C03351-K2,3241854
C13440-K2,3241878
C04965-K2,3241893
C04551-K1,3241922
C11444-K1,3241928
C05381-K2,3241946
C12900-K2,3241953
C09848-K2,3241960
C04551-K1,3241973
C06855-K1,3241974
C02147-K2,3241978
C04034-K2,3241987
C06362-K1,3241988
C10760-K2,3241989
C04551-K1,3241996
C10760-K2,3242002
C09657-K2,3242003
C09657-K2,3242007
C04034-K2,3242008
C00728-K2,3242009
C07212-K2,3242033
C07212-K2,3242045
C02545-K2,3242052
C02545-K2,3242057
C07212-K2,3242059
C07212-K2,3242065
C12900-K2,3242072
C06437-K1,3242077
C12144-K2,3242085
C13447-K1,3242094
C12028-K2,3242095
C04965-K2,3242100
C04965-K2,3242103
C04125-K2,3242180
C13227-K1,3242213
C08989-K2,3242235
C08989-K2,3242247
C03047-K2,3242252
C08989-K2,3242275
C08989-K2,3242340
C00889-K2,3242539
C00952-K1,3242547
C08450-K2,3242620
C04108-K2,3242648
C05381-K2,3242701
C11958-K1,3242718
C07562-K2,3242723
C11000-K2,3242739
C11000-K2,3242747
C11682-K1,3242783
C04125-K2,3242793
C02716-K2,3242916
C11958-K1,3242987
C11847-K2,3242995
C07867-K2,3243004
C08281-K2,3243011
C07867-K2,3243017
C11847-K2,3243062
C05212-K2,3243065
C11847-K2,3243087
C04125-K2,3243108
C11847-K2,3243112
C03975-K1,3243172
C03218-K2,3243185
C09848-K2,3243198
C02147-K2,3243219
C11444-K1,3243223
C01109-K2,3243240
C13447-K1,3243242
C05786-K2,3243262
C02147-K2,3243271
C02147-K2,3243281
C04965-K2,3243302
C07212-K2,3243444
C09735-K1,3243471
C01333-K2,3243494
C07648-K2,3243525
C07648-K2,3243590
C11923-K2,3243592
C07648-K2,3243596
C03685-K2,3243602
C13440-K2,3243605
C13440-K2,3243613
C05690-K1,3243726
C11000-K2,3243749
C07562-K2,3243754
C11464-K2,3243775
C03341-K2,3243781
C11000-K2,3243799
C07212-K2,3243900
C07212-K2,3243917
C07212-K2,3243941
C05031-K2,3243986
C01116-K2,3244000
C11859-K1,3244028
C02000-K2,3244031
C02000-K2,3244037
C01116-K2,3244053
C02000-K2,3244073
C04125-K2,3244089
C02000-K2,3244095
C02000-K2,3244100
C07612-K1,3244109
C01155-K2,3244115
C01010-K1,3244213
C07612-K1,3244273
C08842-K2,3244288
C11000-K2,3244323
C07612-K1,3244397
C03738-K2,3244422
C06663-K2,3244445
C05678-K1,3244451
C11847-K2,3244452
C01155-K2,3244457
C03095-K2,3244484
C11309-K1,3244508
C04108-K2,3244570
C09301-K2,3244645
C02147-K2,3244658
C07638-K1,3244678
C04125-K2,3244728
C07612-K1,3244730
C00294-K2,3244751
C03685-K2,3244789
C04125-K2,3244818
C03685-K2,3244832
C00294-K2,3244926
C09438-K1,3244957
C00294-K2,3244959
C05031-K2,3244960
C12900-K2,3244965
C07518-K2,3244996
C00294-K2,3244997
C04125-K2,3245054
C05243-K1,3245080
C07073-K1,3245143
C06224-K2,3245146
C05276-K2,3245153
C01119-K2,3245161
C11919-K2,3245181
C06940-K1,3245217
C06940-K1,3245238
C00978-K1,3245243
C06744-K2,3245255
C05381-K2,3245263
C06940-K1,3245265
C06940-K1,3245272
C05381-K2,3245274
C07562-K2,3245294
C09394-K1,3245314
C07212-K2,3245322
C03277-K1,3245361
C07185-K2,3245451
C04873-K1,3245452
C11227-K2,3245467
C04873-K1,3245471
C04873-K1,3245472
C04873-K1,3245501
C04551-K1,3245558
C09443-K1,3245574
C04551-K1,3245617
C10852-K1,3245667
C08962-K2,3245672
C08962-K2,3245724
C03738-K2,3245741
C06962-K2,3245749
C01347-K2,3245781
C01155-K2,3245798
C01347-K2,3245824
C01347-K2,3245829
C02147-K2,3245848
C02147-K2,3245914
C12258-K2,3245944
C02147-K2,3245983
C02147-K2,3245985
C02147-K2,3245989
C01070-K1,3245994
C13440-K2,3246005
C13440-K2,3246017
C13440-K2,3246024
C10507-K2,3246030
C13440-K2,3246035
C07867-K2,3246063
C07867-K2,3246084
C07149-K2,3246096
C13440-K2,3246116
C07212-K2,3246134
C08831-K1,3246173
C08466-K1,3246223
C11509-K2,3246227
C01812-K1,3246231
C12900-K2,3246261
C10837-K2,3246302
C06663-K2,3246320
C07212-K2,3246375
C03060-K1,3246386
C11005-K1,3246417
C05382-K1,3246422
C02147-K2,3246441
C04125-K2,3246465
C08206-K2,3246519
C08206-K2,3246536
C03856-K1,3246554
C11000-K2,3246563
C03047-K2,3246569
C08962-K2,3246585
C08206-K2,3246595
C07149-K2,3246620
C11475-K1,3246622
C08206-K2,3246665
C13440-K2,3246666
C03685-K2,3246702
C12509-K2,3246719
C04125-K2,3246735
C04125-K2,3246761
C04125-K2,3246809
C02000-K2,3246829
C02147-K2,3246881
C09394-K1,3246894
C02000-K2,3246909
C07212-K2,3246921
C07212-K2,3246924
C09394-K1,3246929
C04125-K2,3247094
C08450-K2,3247185
C12626-K2,3247210
C12509-K2,3247246
C08450-K2,3247256
C13060-K1,3247295
C01119-K2,3247421
C13414-K1,3247423
C08528-K1,3247429
C10760-K2,3247444
C02147-K2,3247453
C02147-K2,3247511
C01525-K2,3247536
C04125-K2,3247549
C04125-K2,3247561
C07562-K2,3247593
C07671-K2,3247646
C04965-K2,3247676
C07671-K2,3247679
C07612-K1,3247697
C04965-K2,3247722
C07671-K2,3247726
C13012-K1,3247737
C04125-K2,3247778
C13012-K1,3247781
C06437-K1,3247786
C11413-K1,3247791
C03738-K2,3247840
C11923-K2,3247856
C11923-K2,3247862
C02231-K1,3247863
C04597-K2,3247877
C05560-K2,3247889
C08494-K1,3247904
C12865-K1,3247907
C04597-K2,3247908
C02231-K1,3247916
C06821-K1,3247990
C09791-K1,3248001
C07356-K1,3248012
C07855-K1,3248061
C06630-K2,3248070
C13447-K1,3248109
C04434-K1,3248153
C05031-K2,3248165
C11844-K2,3248202
C12900-K2,3248203
C11844-K2,3248223
C11844-K2,3248225
C12230-K1,3248240
C12230-K1,3248251
C12230-K1,3248256
C12230-K1,3248257
C12230-K1,3248258
C08962-K2,3248278
C02089-K1,3248295
C02147-K2,3248304
C12296-K1,3248320
C01966-K1,3248331
C08710-K1,3248340
C08710-K1,3248341
C08710-K1,3248343
C06059-K2,3248376
C06059-K2,3248389
C08989-K2,3248396
C08962-K2,3248403
C05141-K1,3248454
C09241-K2,3248488
C05704-K2,3248494
C04551-K1,3248561
C13036-K1,3248574
C09800-K2,3248584
C09800-K2,3248585
C07212-K2,3248586
C13036-K1,3248604
C04965-K2,3248696
C07212-K2,3248708
C07212-K2,3248712
C07212-K2,3248713
C09800-K2,3248787
C07212-K2,3248794
C11427-K1,3248818
C11000-K2,3248836
C08842-K2,3248854
C07212-K2,3248865
C00849-K1,3248870
C07212-K2,3248882
C09363-K2,3248935
C08842-K2,3248941
C12144-K2,3248971
C07212-K2,3248977
C08842-K2,3248993
C00750-K2,3249046
C04618-K1,3249108
C13140-K1,3249122
C00294-K2,3249182
C11000-K2,3249192
C00294-K2,3249194
C02716-K2,3249200
C00294-K2,3249201
C00294-K2,3249207
C00294-K2,3249216
C00294-K2,3249222
C00294-K2,3249259
C02716-K2,3249262
C11597-K2,3249268
C00294-K2,3249270
C08989-K2,3249282
C04873-K1,3249293
C08597-K2,3249296
C04873-K1,3249304
C07212-K2,3249305
C11597-K2,3249306
C12409-K1,3249341
C04873-K1,3249347
C08297-K1,3249361
C07212-K2,3249373
C07212-K2,3249377
C00163-K1,3249384
C04597-K2,3249385
C00163-K1,3249392
C12982-K1,3249412
C00163-K1,3249476
C04108-K2,3249495
C07212-K2,3249529
C04108-K2,3249559
C07212-K2,3249571
C03151-K2,3249581
C00952-K1,3249592
C10127-K2,3249593
C04108-K2,3249617
C07212-K2,3249619
C01799-K2,3249629
C04618-K1,3249669
C10760-K2,3249673
C11000-K2,3249695
C11000-K2,3249716
C07212-K2,3249735
C07212-K2,3249746
C04108-K2,3249785
C04108-K2,3249786
C11522-K2,3249789
C07212-K2,3249846
C07212-K2,3249856
C07212-K2,3249902
C04125-K2,3249944
C10010-K1,3249945
C11053-K1,3249953
C13081-K1,3249976
C07212-K2,3249981
C12982-K1,3249985
C08962-K2,3250017
C10127-K2,3250047
C11543-K2,3250073
C07212-K2,3250121
C01347-K2,3250153
C04125-K2,3250164
C04034-K2,3250206
C11464-K2,3250260
C11496-K2,3250266
C07212-K2,3250281
C12509-K2,3250307
C11464-K2,3250324
C08962-K2,3250333
C04125-K2,3250434
C12509-K2,3250436
C07185-K2,3250448
C06224-K2,3250452
C06224-K2,3250519
C08918-K2,3250559
C08962-K2,3250561
C07562-K2,3250640
C03778-K1,3250641
C03778-K1,3250669
C13447-K1,3250676
C10736-K1,3250693
C04034-K2,3250721
C07212-K2,3250750
C04125-K2,3250824
C07212-K2,3250878
C04299-K1,3250925
C08495-K1,3250944
C08918-K2,3250951
C03066-K1,3250956
C12036-K2,3250993
C09657-K2,3251040
C08962-K2,3251098
C05381-K2,3251100
C05381-K2,3251112
C07212-K2,3251147
C07212-K2,3251150
C05530-K2,3251151
C07562-K2,3251153
C07562-K2,3251158
C07212-K2,3251170
C07212-K2,3251183
C07212-K2,3251212
C07212-K2,3251214
C07212-K2,3251215
C03786-K1,3251232
C08943-K2,3251258
C13328-K1,3251277
C06962-K2,3251351
C11704-K1,3251507
C00750-K2,3251528
C00750-K2,3251549
C00750-K2,3251558
C00750-K2,3251604
C03864-K1,3251616
C08989-K2,3251707
C00750-K2,3251739
C08495-K1,3251742
C08495-K1,3251752
C04551-K1,3251772
C04551-K1,3251802
C11037-K1,3251822
C11709-K2,3251835
C10831-K1,3251854
C08989-K2,3251872
C08989-K2,3251892
C09241-K2,3251893
C11509-K2,3251901
C06947-K2,3251912
C13372-K1,3251917
C11509-K2,3251968
C11000-K2,3251986
C08989-K2,3251996
C13372-K1,3252011
C11000-K2,3252021
C11000-K2,3252052
C11000-K2,3252075
C11000-K2,3252102
C11000-K2,3252109
C10736-K1,3252120
C07867-K2,3252126
C00750-K2,3252168
C08989-K2,3252175
C09657-K2,3252188
C07212-K2,3252197
C09657-K2,3252241
C05289-K2,3252291
C11597-K2,3252292
C07562-K2,3252310
C07212-K2,3252313
C08623-K2,3252324
C07562-K2,3252336
C02250-K2,3252340
C08623-K2,3252393
C03047-K2,3252394
C07212-K2,3252428
C07212-K2,3252455
C11201-K1,3252478
C07212-K2,3252565
C00051-K1,3252587
C06494-K2,3252606
C06224-K2,3252658
C02000-K2,3252707
C06494-K2,3252717
C07212-K2,3252730
C11709-K2,3252746
C07867-K2,3252757
C06224-K2,3252758
C11464-K2,3252767
C11201-K1,3252771
C11201-K1,3252822
C05289-K2,3252837
C11919-K2,3252839
C09301-K2,3252843
C05289-K2,3252852
C05289-K2,3252856
C07840-K1,3252859
C06494-K2,3252863
C04597-K2,3252879
C07840-K1,3252882
C12942-K2,3252894
C12942-K2,3252922
C12942-K2,3252924
C11201-K1,3252942
C12942-K2,3252958
C06494-K2,3252968
C12942-K2,3252990
C07212-K2,3253014
C09274-K1,3253029
C07212-K2,3253069
C08989-K2,3253071
C02000-K2,3253110
C11201-K1,3253182
C07212-K2,3253205
C00854-K2,3253238
C09251-K1,3253250
C00854-K2,3253293
C00854-K2,3253302
C06224-K2,3253306
C07212-K2,3253339
C11414-K1,3253351
C08945-K2,3253380
C07212-K2,3253394
C07562-K2,3253510
C07761-K1,3253543
C11709-K2,3253546
C04108-K2,3253549
C00820-K1,3253701
C13389-K1,3253729
C07149-K2,3253770
C00820-K1,3253783
C11597-K2,3253796
C11509-K2,3253812
C00854-K2,3253819
C02018-K2,3253836
C00889-K2,3253847
C11509-K2,3253853
C01672-K1,3253862
C00889-K2,3253870
C00854-K2,3253901
C00854-K2,3253905
C12509-K2,3253925
C12509-K2,3254002
C05996-K1,3254015
C08623-K2,3254075
C10837-K2,3254099
C05031-K2,3254109
C10837-K2,3254117
C10837-K2,3254125
C10837-K2,3254128
C10837-K2,3254129
C05031-K2,3254130
C05031-K2,3254133
C06437-K1,3254177
C06437-K1,3254180
C01618-K2,3254192
C04881-K1,3254196
C11709-K2,3254209
C11709-K2,3254210
C11709-K2,3254211
C04125-K2,3254238
C00889-K2,3254310
C00889-K2,3254327
C00889-K2,3254328
C07185-K2,3254380
C04551-K1,3254415
C09800-K2,3254461
C11000-K2,3254505
C12012-K1,3254515
C11000-K2,3254538
C03047-K2,3254539
C06059-K2,3254551
C11513-K1,3254661
C11201-K1,3254706
C11597-K2,3254787
C11597-K2,3254794
C07102-K1,3254817
C09471-K2,3254826
C07367-K1,3254832
C10459-K1,3254844
C07102-K1,3254856
C10459-K1,3254904
C09800-K2,3255004
C04125-K2,3255084
C13407-K1,3255207
C12061-K2,3255246
C09742-K2,3255288
C09742-K2,3255312
C11847-K2,3255341
C04597-K2,3255352
C11595-K1,3255355
C07648-K2,3255359
C04125-K2,3255377
C07562-K2,3255378
C07562-K2,3255422
C11847-K2,3255442
C09249-K1,3255448
C07562-K2,3255452
C07562-K2,3255453
C07562-K2,3255458
C11847-K2,3255461
C07562-K2,3255465
C07562-K2,3255494
C09933-K2,3255549
C01982-K2,3255582
C00854-K2,3255583
C12525-K1,3255591
C07220-K1,3255594
C00854-K2,3255598
C12991-K1,3255602
C07562-K2,3255608
C11847-K2,3255612
C07212-K2,3255641
C03218-K2,3255645
C07212-K2,3255673
C09471-K2,3255684
C07212-K2,3255687
C07867-K2,3255692
C07027-K1,3255743
C07212-K2,3255749
C07867-K2,3255762
C07212-K2,3255765
C03561-K1,3255775
C07212-K2,3255800
C03278-K2,3255847
C13407-K1,3255857
C13407-K1,3255872
C12942-K2,3255877
C03685-K2,3255880
C04108-K2,3255908
C04108-K2,3255955
C05530-K2,3256055
C00750-K2,3256066
C09680-K2,3256094
C10760-K2,3256135
C02513-K1,3256142
C10760-K2,3256146
C10760-K2,3256156
C10760-K2,3256164
C07513-K1,3256208
C02949-K1,3256209
C07513-K1,3256257
C07212-K2,3256262
C07513-K1,3256269
C07212-K2,3256304
C07212-K2,3256406
C06630-K2,3256420
C06096-K1,3256472
C05125-K1,3256497
C09933-K2,3256630
C09251-K1,3256643
C12509-K2,3256649
C06494-K2,3256660
C12397-K1,3256688
C12509-K2,3256783
C12166-K2,3256793
C03066-K1,3256799
C07212-K2,3256816
C02716-K2,3256822
C12509-K2,3256823
C02513-K1,3256835
C12136-K2,3256842
C02084-K2,3256847
C12966-K1,3256855
C07212-K2,3256858
C08962-K2,3256859
C06988-K1,3256931
C07855-K1,3256942
C06988-K1,3256961
C11496-K2,3256966
C09246-K1,3256999
C04597-K2,3257003
C12680-K1,3257008
C07171-K2,3257019
C11923-K2,3257020
C07212-K2,3257024
C11923-K2,3257030
C08842-K2,3257041
C07171-K2,3257046
C06630-K2,3257050
C11923-K2,3257080
C04597-K2,3257096
C11923-K2,3257121
C06630-K2,3257127
C12084-K2,3257151
C12084-K2,3257157
C08918-K2,3257164
C12084-K2,3257165
C12166-K2,3257167
C12166-K2,3257170
C08918-K2,3257173
C09249-K1,3257179
C11709-K2,3257185
C00854-K2,3257189
C03871-K1,3257195
C13081-K1,3257285
C07646-K2,3257288
C11965-K1,3257375
C03685-K2,3257462
C05690-K1,3257492
C00750-K2,3257560
C07867-K2,3257575
C11923-K2,3257584
C01155-K2,3257628
C01155-K2,3257634
C11923-K2,3257647
C02949-K1,3257662
C08737-K1,3257733
C01154-K1,3257822
C08989-K2,3257908
C08989-K2,3257951
C01388-K1,3257984
C08989-K2,3257999
C13372-K1,3258051
C07212-K2,3258059
C04125-K2,3258069
C07606-K1,3258127
C08842-K2,3258162
C02716-K2,3258217
C02716-K2,3258243
C02716-K2,3258247
C10170-K1,3258257
C08831-K1,3258366
C02250-K2,3258427
C05289-K2,3258432
C05289-K2,3258444
C06947-K2,3258460
C13440-K2,3258499
C04352-K1,3258550
C01377-K1,3258551
C07562-K2,3258564
C01377-K1,3258582
C04352-K1,3258589
C01377-K1,3258653
C11844-K2,3258676
C08831-K1,3258694
C06962-K2,3258704
C11522-K2,3258722
C02573-K2,3258749
C06630-K2,3258808
C04108-K2,3258823
C04046-K2,3258857
C07562-K2,3258871
C13440-K2,3258937
C13440-K2,3258955
C11509-K2,3258971
C04046-K2,3258993
C13440-K2,3259021
C12084-K2,3259034
C13440-K2,3259042
C11509-K2,3259048
C09301-K2,3259077
C13440-K2,3259126
C11388-K1,3259142
C13440-K2,3259191
C02063-K1,3259209
C06630-K2,3259216
C00594-K1,3259220
C06067-K2,3259249
C10390-K1,3259250
C05807-K1,3259275
C05704-K2,3259287
C00750-K2,3259298
C05704-K2,3259316
C05381-K2,3259393
C11609-K1,3259407
C02063-K1,3259416
C02063-K1,3259424
C00854-K2,3259448
C05381-K2,3259450
C02063-K1,3259514
C02063-K1,3259519
C11388-K1,3259550
C04157-K1,3259580
C11847-K2,3259644
C05381-K2,3259666
C11923-K2,3259674
C11709-K2,3259693
C03777-K1,3259695
C03777-K1,3259718
C03999-K1,3259723
C08972-K2,3259737
C01755-K2,3259757
C09791-K1,3259762
C05031-K2,3259776
C05031-K2,3259779
C05031-K2,3259795
C07562-K2,3259821
C11388-K1,3259902
C13447-K1,3259904
C11388-K1,3259912
C13364-K1,3259915
C10955-K2,3259932
C04034-K2,3259942
C13440-K2,3259946
C04034-K2,3259967
C12509-K2,3259977
C12509-K2,3259978
C12509-K2,3259979
C07212-K2,3259989
C07212-K2,3260004
C01638-K1,3260024
C05704-K2,3260033
C05704-K2,3260034
C05704-K2,3260037
C05704-K2,3260038
C05704-K2,3260040
C11709-K2,3260042
C13456-K1,3260055
C10137-K2,3260058
C13440-K2,3260070
C04125-K2,3260115
C07212-K2,3260178
C07867-K2,3260267
C12525-K1,3260270
C12525-K1,3260282
C13440-K2,3260301
C00750-K2,3260312
C00854-K2,3260352
C05031-K2,3260383
C05031-K2,3260425
C07867-K2,3260468
C09241-K2,3260473
C05704-K2,3260481
C09241-K2,3260546
C05704-K2,3260548
C04258-K1,3260574
C06224-K2,3260617
C04258-K1,3260632
C08466-K1,3260634
C12984-K2,3260655
C03685-K2,3260887
C10507-K2,3260900
C07867-K2,3260902
C07867-K2,3260952
C03685-K2,3260962
C08989-K2,3260964
C11388-K1,3260969
C11847-K2,3260979
C11847-K2,3261017
C02949-K1,3261055
C11388-K1,3261062
C07212-K2,3261063
C07212-K2,3261082
C01155-K2,3261102
C02250-K2,3261107
C06494-K2,3261137
C03470-K1,3261147
C07212-K2,3261150
C07212-K2,3261155
C04125-K2,3261197
C06224-K2,3261207
C07212-K2,3261277
C07212-K2,3261287
C04108-K2,3261298
C04759-K1,3261299
C00952-K1,3261334
C07212-K2,3261335
C11509-K2,3261405
C08989-K2,3261424
C11388-K1,3261427
C07212-K2,3261454
C05031-K2,3261531
C11388-K1,3261536
C09799-K1,3261550
C07741-K2,3261557
C07212-K2,3261608
C10890-K1,3261611
C07212-K2,3261647
C03218-K2,3261651
C11388-K1,3261659
C02250-K2,3261740
C11847-K2,3261794
C11522-K2,3261816
C11847-K2,3261823
C02716-K2,3261842
C07901-K1,3261843
C02250-K2,3261862
C02716-K2,3261883
C02250-K2,3261903
C05031-K2,3261918
C07901-K1,3261926
C06630-K2,3261962
C02136-K1,3261965
C09471-K2,3261977
C11844-K2,3261993
C02309-K2,3262008
C03422-K1,3262013
C11464-K2,3262014
C13440-K2,3262043
C11919-K2,3262097
C05942-K1,3262126
C09471-K2,3262147
C01155-K2,3262200
C02147-K2,3262237
C01982-K2,3262255
C09933-K2,3262275
C07855-K1,3262289
C04125-K2,3262382
C11522-K2,3262401
C12111-K1,3262415
C06224-K2,3262513
C13171-K2,3262531
C13171-K2,3262544
C00294-K2,3262576
C11388-K1,3262597
C02715-K1,3262604
C08962-K2,3262624
C11388-K1,3262641
C02715-K1,3262663
C02715-K1,3262682
C07212-K2,3262690
C07562-K2,3262703
C06906-K1,3262711
C07562-K2,3262742
C07562-K2,3262751
C02147-K2,3262755
C06744-K2,3262756
C07562-K2,3262759
C07212-K2,3262768
C02147-K2,3262774
C13227-K1,3262785
C06224-K2,3262796
C07212-K2,3262864
C07212-K2,3262869
C07212-K2,3262886
C07212-K2,3262893
C12509-K2,3262897
C07212-K2,3262920
C01982-K2,3262926
C07212-K2,3262929
C12509-K2,3262960
C06988-K1,3262962
C06988-K1,3262965
C06988-K1,3262966
C01910-K1,3262969
C06988-K1,3262970
