transaction_id,device_id
3000001,SM-T810 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2048x1536
3121409, |  | chrome 63.0 | 
3121411,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 2880x1800
3121414,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2436x1125
3121415, |  | mobile safari 10.0 | 
3121418,Windows | Windows 10 | chrome 63.0 | 1600x900
3121420,rv:11.0 |  | ie 11.0 for desktop | 
3121422,Windows |  | chrome 63.0 | 
3121423,MacOS | Mac OS X 10_13_2 | safari generic | 2880x1800
3121425,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 1334x750
3121426,SAMSUNG-SM-G891A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080
3121432, |  | chrome 63.0 | 
3121433,Windows | Windows 10 | edge 15.0 | 1366x768
3121434,Windows | Windows 10 | chrome 63.0 | 1600x900
3121436,Windows | Windows 10 | edge 16.0 | 1920x1080
3121438,MacOS | Mac OS X 10_11_6 | safari generic | 5120x2880
3121439,S57 Build/KTU84P |  | chrome 63.0 for android | 
3121443,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121444,Windows |  | chrome 63.0 | 
3121447,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3121448, |  | chrome 62.0 | 
3121450,Windows |  | chrome 63.0 | 
3121451,SM-G930W8 Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080
3121455,Windows | Windows 7 | chrome 63.0 | 1600x900
3121457, | Android | chrome 62.0 | 2560x1440
3121458,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 1920x1080
3121462,Windows |  | chrome 63.0 | 
3121464,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1600x900
3121468,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121471,Windows | Windows 10 | chrome 63.0 | 1366x768
3121472,Moto X Play Build/NPD26.48-24-1 |  | chrome 63.0 for android | 
3121474,Windows | Windows 10 | chrome 63.0 | 1280x1024
3121475,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1440x900
3121476,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3121478,SAMSUNG-SM-G891A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080
3121479,Windows |  | chrome 63.0 | 
3121480,Windows | Windows 10 | firefox 57.0 | 1920x1080
3121482,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750
3121483,Windows | Windows 7 | chrome | 
3121484,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3121486,Windows |  | edge 15.0 | 
3121489,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1440x900
3121491,Windows | Windows 10 | edge 15.0 | 1920x1080
3121493, |  | mobile safari 10.0 | 
3121494,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3121498,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3121499,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2436x1125
3121502,Windows |  | firefox 57.0 | 
3121506,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 63.0 for android | 
3121508,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121511,Windows | Windows 10 | firefox 57.0 | 1920x1080
3121514,XT1650 Build/NCLS26.118-23-13-3 | Android 7.1.1 | chrome 63.0 for android | 2560x1440
3121516,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1136x640
3121518,Lenovo A2016b30 Build/MRA58K |  | chrome 50.0 for android | 
3121520,SM-N915V |  | chrome 57.0 for android | 
3121523,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3121525,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 1334x750
3121528,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3121532,Moto G (4) Build/NPJS25.93-14-10 |  | chrome generic | 
3121534,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2001x1125
3121535,rv:11.0 |  | ie 11.0 for desktop | 
3121537,iOS Device | iOS 10.3.3 | chrome 63.0 for ios | 2048x1536
3121538,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3121544,SAMSUNG-SM-J327A Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1280x720
3121548,MacOS | Mac OS X 10_10_5 | safari generic | 1440x900
3121550,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 1334x750
3121551, |  | chrome 63.0 | 
3121552,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 4096x2304
3121555,SM-G935V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080
3121558,MacOS | Mac OS X 10_10_5 | chrome 63.0 | 1920x1080
3121560,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 1334x750
3121569,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3121570,Windows | Windows 10 | chrome 63.0 | 3200x1800
3121573, |  | mobile safari 11.0 | 
3121574,Windows |  | chrome 63.0 | 
3121575,Windows | Windows 10 | edge 15.0 | 1600x900
3121576,Windows | Windows 10 | chrome 63.0 | 3200x1800
3121580, |  | safari generic | 
3121581,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3121582, |  | mobile safari 11.0 | 
3121583,iOS Device | iOS 11.0.1 | mobile safari generic | 1334x750
3121587,rv:47.0 |  | firefox 47.0 | 
3121592,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 1334x750
3121593,Windows |  | chrome 63.0 | 
3121594,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3121597,SM-G935V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080
3121600,MacOS | Mac OS X 10_11_6 | safari generic | 1440x900
3121601,MacOS | Mac OS X 10_12_6 | safari generic | 2560x1600
3121604,iOS Device | iOS 11.1.2 | mobile safari generic | 2208x1242
3121605,Windows | Windows XP | chrome 49.0 | 1280x1024
3121606,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 63.0 for android | 
3121610,Windows | Windows 7 | firefox 57.0 | 
3121611,Windows | Windows 10 | edge 15.0 | 1600x900
3121613,rv:11.0 |  | ie 11.0 for desktop | 
3121616,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3121617,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2436x1125
3121618,BOIE9 | Windows 7 | ie 11.0 for desktop | 1680x1050
3121620,iOS Device | iOS 11.1.1 | mobile safari generic | 2048x1536
3121622,Windows | Windows 10 | chrome 63.0 | 3200x1800
3121623,Windows |  | chrome 63.0 | 
3121624, |  | chrome 63.0 | 
3121628,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 1334x750
3121631,MacOS | Mac OS X 10_11_6 | safari generic | 1280x800
3121632,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1200
3121633,MacOS | Mac OS X 10_8_5 | chrome 49.0 | 1440x900
3121634,Windows | Windows 7 | chrome 63.0 | 1366x768
3121639,LG-V410 |  | chrome 62.0 for android | 
3121644,Windows |  | firefox 57.0 | 
3121645,Windows | Windows 10 | chrome 63.0 | 1280x1024
3121646,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3121647,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3121648,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2001x1125
3121649,Windows | Windows 7 | chrome 63.0 | 1920x1080
3121652,Windows | Windows 7 | firefox 57.0 | 1680x1050
3121653,Windows | Windows 10 | chrome 60.0 | 1600x900
3121654,Windows | Windows 10 | chrome 60.0 | 1600x900
3121656,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750
3121657,Windows | Windows Vista | chrome 49.0 | 1920x1200
3121659,Windows | Windows 10 | chrome 62.0 | 1366x768
3121660, |  | chrome 63.0 | 
3121662,Moto G (4) Build/NPJS25.93-14-10 |  | chrome generic | 
3121667, |  | mobile safari 11.0 | 
3121668,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3121669,iOS Device | iOS | mobile safari 9.0 | 1334x750
3121670,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3121671, |  | chrome 63.0 | 
3121672,Windows | Windows 7 | chrome 63.0 | 1366x768
3121674,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121675,Windows | Windows 10 | chrome 63.0 | 2880x1620
3121676,LG-K530 Build/MMB29M |  | chrome 62.0 for android | 
3121679,SAMSUNG | Android 7.0 | samsung browser 6.2 | 
3121681,Windows |  | chrome 63.0 | 
3121685,Windows | Windows 7 | chrome 63.0 | 
3121687,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121689,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1680x1050
3121692,Windows |  | chrome 63.0 | 
3121694,Windows |  | chrome 63.0 | 
3121695,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2001x1125
3121697,iOS Device | iOS 11.2.1 | mobile safari generic | 2208x1242
3121699,Windows |  | chrome 63.0 | 
3121702,SM-A300H Build/LRX22G |  | chrome 63.0 for android | 
3121703,iOS Device | iOS 11.0.2 | mobile safari 11.0 | 2048x1536
3121705,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 2560x1600
3121707,MacOS | Mac OS X 10_9_5 | chrome 63.0 | 2880x1800
3121708,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1440x900
3121711,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3121712,LG-K530 Build/MMB29M |  | chrome 62.0 for android | 
3121713,VS988 Build/NRD90U | Android 7.0 | chrome 63.0 for android | 2672x1440
3121715,LG-K580 Build/MRA58K |  | chrome 63.0 for android | 
3121721,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3121726,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121728,rv:57.0 | Mac OS X 10.12 | firefox 57.0 | 2880x1800
3121730,Windows | Windows 7 | chrome 63.0 | 1366x768
3121731,iOS Device | iOS 11.1.2 | mobile safari generic | 2208x1242
3121732,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121733,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1366x768
3121735, |  | mobile safari 11.0 | 
3121740,Windows | Windows 10 | chrome 60.0 | 1600x900
3121742,Windows |  | chrome 63.0 | 
3121745,Windows | Windows 10 | firefox 57.0 | 1440x900
3121747,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750
3121749, |  | chrome 63.0 | 
3121751,LG-K530 Build/MMB29M |  | chrome 62.0 for android | 
3121753,Blade V6 Build/LRX22G |  | chrome 63.0 for android | 
3121755,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2048x1536
3121758,iOS Device | iOS 11.1.2 | mobile safari generic | 2436x1125
3121759,Windows |  | chrome 63.0 | 
3121762,E6853 Build/32.4.A.1.54 |  | chrome 62.0 for android | 
3121763, |  | chrome 63.0 | 
3121765,Windows | Windows 10 | chrome 60.0 | 1600x900
3121771,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3121772,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3121773,BLADE V8 SE Build/NRD90M |  | chrome 63.0 for android | 
3121774, |  | chrome 62.0 | 
3121777,SM-J700M Build/MMB29K |  | chrome 63.0 for android | 
3121778,Windows | Windows 10 | chrome 60.0 | 1600x900
3121789,Windows | Windows 10 | chrome 60.0 | 1600x900
3121791,iOS Device | iOS 11.1.2 | mobile safari generic | 2436x1125
3121794,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3121797,iOS Device | iOS 11.1.2 | mobile safari generic | 2048x1536
3121798,LG-K530 Build/MMB29M |  | chrome 62.0 for android | 
3121799, |  | chrome 63.0 | 
3121800, |  | chrome 63.0 | 
3121802,Windows | Windows 10 | chrome 63.0 | 1600x900
3121803, |  | safari generic | 
3121804,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3121806,Windows | Windows 10 | chrome 62.0 | 1366x768
3121808,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3121809,Windows | Windows 7 | chrome 63.0 | 1440x900
3121811,SAMSUNG SM-G925T Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2560x1440
3121812,Windows |  | edge 16.0 | 
3121813,Windows | Windows 10 | edge 15.0 | 
3121815,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3121816,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3121818,Blade V6 Build/LRX22G |  | chrome 63.0 for android | 
3121820,SAMSUNG | Android 7.0 | samsung browser 6.2 | 
3121823, |  | chrome 63.0 | 
3121825,Windows | Windows 10 | firefox 57.0 | 1440x900
3121827,Windows |  | chrome 63.0 | 
3121829, |  | mobile safari 11.0 | 
3121830, |  | chrome 63.0 | 
3121834,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 1334x750
3121836, |  | safari generic | 
3121837,MacOS | Mac OS X 10_13_1 | safari generic | 1440x900
3121838,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1136x640
3121839,Windows | Windows 10 | chrome 63.0 | 2160x1440
3121841,iOS Device | iOS 11.1.2 | mobile safari generic | 2436x1125
3121842,MacOS | Mac OS X 10_12_5 | safari generic | 2560x1600
3121843,Windows | Windows 10 | chrome 63.0 | 2160x1440
3121844,Windows | Windows 10 | chrome 60.0 | 1600x900
3121845,Windows |  | chrome 63.0 | 
3121848,LG-K530 Build/MMB29M |  | chrome 62.0 for android | 
3121854,Windows | Windows 7 | chrome 63.0 | 1680x1050
3121857, |  | chrome 63.0 | 
3121858,iOS Device | iOS 11.2.1 | mobile safari generic | 1334x750
3121860,Windows | Windows 10 | chrome | 1920x1080
3121862, |  | chrome 63.0 | 
3121865,Windows |  | chrome 63.0 | 
3121870,Windows |  | chrome 63.0 | 
3121872,CAM-L03 Build/HUAWEICAM-L03 |  | chrome 63.0 for android | 
3121876,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3121877,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3121879,Windows |  | chrome 63.0 | 
3121880,Moto X Play Build/NPD26.48-24-1 |  | chrome 57.0 for android | 
3121881,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3121884,SM-G532M Build/MMB29T |  | chrome 63.0 for android | 
3121886,LG-H542 Build/MRA58K |  | chrome 61.0 for android | 
3121888, |  | safari generic | 
3121890,Windows | Windows 10 | chrome 63.0 | 3840x2160
3121891,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3121893,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 1440x900
3121894,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121895,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3121899,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3121906,MacOS | Mac OS X 10_10_5 | safari generic | 2880x1800
3121911,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3121914,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 1334x750
3121917,Windows | Windows 10 | edge 16.0 | 
3121918,Windows |  | chrome 63.0 | 
3121920,Windows | Windows 10 | chrome 63.0 | 
3121923,Windows | Windows 10 | firefox 57.0 | 2160x1440
3121924,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3121925,Windows |  | chrome 63.0 | 
3121926,Windows | Windows 10 | chrome 63.0 | 2160x1440
3121928,MacOS | Mac OS X 10_9_5 | safari generic | 1440x900
3121933,Windows | Windows 10 | chrome 63.0 | 2160x1440
3121936, |  | safari generic | 
3121939,Windows | Windows 10 | chrome 63.0 | 1920x1200
3121940, |  | chrome 63.0 | 
3121944,Windows | Windows 10 | chrome 63.0 | 2160x1440
3121948, |  | chrome 63.0 for ios | 
3121952,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242
3121953,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3121956,SM-J727T1 Build/NRD90M |  | chrome 63.0 for android | 
3121957, |  | chrome 63.0 | 
3121959,Windows |  | chrome 63.0 | 
3121964,Windows | Windows 7 | chrome 63.0 | 1366x768
3121965,MacOS | Mac OS X 10_12_6 | safari generic | 3360x2100
3121967,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121968,MacOS | Mac OS X 10_12_6 | safari generic | 3360x2100
3121969,SM-J700M Build/MMB29K |  | chrome 55.0 for android | 
3121973,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 1920x1080
3121975,Windows |  | chrome 63.0 | 
3121977,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2436x1125
3121980,LG-H870 Build/NRD90U |  | chrome 63.0 for android | 
3121982,Windows |  | chrome 63.0 | 
3121983,Windows |  | chrome 63.0 | 
3121984,Blade A475 Build/LMY47D |  | chrome 52.0 for android | 
3121985,Windows | Windows 10 | chrome 63.0 | 1920x1080
3121991,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750
3121995,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3121998, |  | chrome 63.0 | 
3122000,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3122002, |  | chrome 63.0 | 
3122003,SAMSUNG SM-G950U Build/NRD90M | Android 7.0 | samsung browser 6.2 | 
3122004,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 
3122005,Windows |  | chrome 63.0 | 
3122008,Windows | Windows 10 | chrome 63.0 | 1366x768
3122011, |  | chrome 49.0 | 
3122012,SM-N950U Build/NMF26X | Android 7.1.1 | android webview 4.0 | 
3122013, |  | mobile safari 11.0 | 
3122014,SM-J730GM Build/NRD90M |  | chrome 63.0 for android | 
3122015,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1440x900
3122016,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3122019,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750
3122020, |  | mobile safari 11.0 | 
3122022,iOS Device | iOS 10.2.1 | mobile safari 10.0 | 1334x750
3122024,Windows | Windows 10 | chrome 63.0 | 1920x1080
3122026,MacOS | Mac OS X 10_13_2 | safari generic | 2560x1600
3122027,SM-G930V Build/NRD90M |  | chrome 63.0 for android | 
3122030, | Linux | chrome 63.0 | 2961x1442
3122033,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 2048x1536
3122034,rv:52.0 | Windows 8.1 | firefox 52.0 | 1280x1024
3122035,Windows |  | chrome 63.0 | 
3122037,Windows |  | chrome 63.0 | 
3122040,Windows | Windows 10 | chrome 63.0 | 1920x1080
3122042,Moto G (5) Plus Build/NPN25.137-72 |  | chrome generic | 
3122043,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3122046, |  | chrome 63.0 | 
3122047,Windows | Windows 10 | chrome 63.0 | 1280x1024
3122048,F5121 Build/34.3.A.0.238 |  | chrome 63.0 for android | 
3122050, |  | mobile safari 9.0 | 
3122051,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3122052,Windows |  | chrome 63.0 | 
3122053,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1136x640
3122054,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2001x1125
3122056,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 1334x750
3122061,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1680x1050
3122063,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3122064,Windows | Windows 10 | chrome 63.0 | 3000x2000
3122066, |  | mobile safari generic | 
3122067,MacOS | Mac OS X 10_12_6 | safari generic | 2560x1440
3122068,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3122069, |  | chrome 63.0 | 
3122070,Windows | Windows 10 | chrome 63.0 | 1600x900
3122071,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3122073,SM-J320M Build/LMY47V |  | chrome 63.0 for android | 
3122075,SM-G950U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2960x1440
3122076, |  | chrome 63.0 | 
3122077,iOS Device | iOS | mobile safari 10.0 | 1334x750
3122078,iOS Device | iOS 11.2.1 | mobile safari generic | 1334x750
3122079,Windows | Windows 10 | chrome 63.0 | 3000x2000
3122085,Windows | Windows 10 | edge 14.0 | 1280x1024
3122087,Windows | Windows 10 | edge 16.0 | 2736x1824
3122089,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3122093,Windows | Windows 10 | edge 16.0 | 1920x1080
3122095,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3122096,Windows |  | chrome 63.0 | 
3122101,Windows | Windows 7 | chrome 63.0 | 1366x768
3122102,SM-G920F Build/NRD90M |  | chrome 63.0 for android | 
3122103,Windows |  | chrome 63.0 | 
3122106,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2208x1242
3122108,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1920x1080
3122110,Windows | Windows 10 | chrome 63.0 | 3000x2000
3122111,iOS Device | iOS 11.1.0 | mobile safari generic | 1334x750
3122113,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3122114, |  | chrome 63.0 | 
3122115,iOS Device | iOS 10.3.2 | mobile safari generic | 1334x750
3122119,Windows | Windows 10 | edge 16.0 | 
3122121,iOS Device | iOS |  | 1136x640
3122123,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2048x1536
3122125,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 
3122126,iOS Device | iOS 11.2.1 | mobile safari generic | 1334x750
3122127, |  | chrome 63.0 | 
3122130,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1136x640
3122131,Trident/7.0 |  | ie 11.0 for desktop | 
3122134,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3122137,SM-G935V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080
3122139,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3122147,iOS Device | iOS 11.1.0 | mobile safari generic | 1334x750
3122149,iOS Device | iOS 11.2.1 | mobile safari generic | 2001x1125
3122153,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2224x1668
3122156,Windows | Windows 10 | edge 15.0 | 1366x768
3122158,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3122160,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2048x1536
3122162,LG-H870 Build/NRD90U |  | other | 
3122163, |  | mobile safari 11.0 | 
3122165,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 2208x1242
3122167,Windows | Windows 7 | chrome 63.0 | 
3122168,MacOS | Mac OS X 10_9_5 | chrome 63.0 | 1280x800
3122171,Windows | Windows 10 | chrome 63.0 | 1920x1080
3122174,XT1053 Build/LPAS23.12-21.7-1 |  | chrome | 
3122175,Windows |  | firefox 57.0 | 
3122176,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3122178,Hisense U963 Build/MRA58K |  | chrome 63.0 for android | 
3122179,Windows |  | firefox 57.0 | 
3122180,MacOS | Mac OS X 10_12_6 | safari generic | 1440x900
3122183,SM-G955U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2220x1080
3122184,MacOS | Mac OS X 10_11_6 | safari generic | 1920x1080
3122185,Blade V6 Build/LRX22G |  | chrome 63.0 for android | 
3122188,Windows | Windows 10 | firefox 57.0 | 1920x1080
3122190,Windows |  | chrome 63.0 | 
3122193,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1024x768
3122194,Windows | Windows 10 | edge 15.0 | 1920x1080
3122196, |  | chrome 63.0 | 
3122197,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x1024
3122202,Windows | Windows 10 | chrome | 1920x1080
3122203, |  | chrome 61.0 | 
3122204,MacOS | Mac OS X 10_13_2 | chrome 62.0 | 1440x900
3122207,rv:11.0 |  | ie 11.0 for desktop | 
3122210,Windows | Windows XP | firefox 52.0 | 1920x1080
3122212,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3122216,Windows | Windows 10 | edge 15.0 | 1920x1080
3122217,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 2208x1242
3122218,Windows |  | chrome 63.0 | 
3122219,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x1024
3122220,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3122221,SM-T530NU Build/LRX22G | Android 5.0.2 | chrome 63.0 for android | 1280x800
3122222,Windows |  | firefox 57.0 | 
3122224,Windows | Windows 8.1 | chrome 63.0 | 1920x1080
3122226,Windows | Windows 7 | chrome 63.0 | 
3122230,Windows |  | chrome 63.0 | 
3122231,Windows | Windows 10 | edge 16.0 | 
3122232, |  | mobile safari 11.0 | 
3122233,Windows | Windows 8.1 | chrome 63.0 | 1920x1080
3122237,MacOS | Mac OS X 10_13_2 | safari generic | 2560x1440
3122238,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3122239,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3122240, |  | mobile safari 11.0 | 
3122250,5015A Build/LMY47I |  | chrome 59.0 for android | 
3122252,KFMEWI | Android 5.1.1 | chrome generic | 
3122254,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 1334x750
3122255, |  | safari generic | 
3122258,Windows |  | chrome 63.0 | 
3122262,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1136x640
3122264,rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 2880x1800
3122266,Windows | Windows 8.1 | chrome 63.0 | 1920x1080
3122268, |  | mobile safari 11.0 | 
3122270, |  | mobile safari 11.0 | 
3122273,Windows |  | chrome 63.0 | 
3122275,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 1440x900
3122276,SAMSUNG SM-G920A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2560x1440
3122281,SAMSUNG | Android 7.0 | samsung browser 6.2 | 
3122284,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242
3122288, |  | mobile safari 10.0 | 
3122289, |  | chrome 63.0 | 
3122295,Trident/7.0 |  | ie 11.0 for desktop | 
3122303,BAC-L03 Build/HUAWEIBAC-L03 |  | chrome 63.0 for android | 
3122304,MacOS | Mac OS X 10_13_2 | safari generic | 2560x1440
3122305,Windows |  | chrome 63.0 | 
3122306,XT1254 Build/MCG24.251-5-5 | Android 6.0.1 | chrome 63.0 for android | 2560x1440
3122307,MacOS | Mac OS X 10_13_2 | safari generic | 2560x1600
3122308,Windows | Windows 10 | chrome 63.0 | 1920x1080
3122315,iOS Device | iOS 11.2.1 | mobile safari generic | 1136x640
3122317,MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1440x900
3122318,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3122319,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242
3122321,LG-K580 Build/MRA58K |  | chrome 63.0 for android | 
3122322,Windows |  | chrome 63.0 | 
3122323,Windows |  | chrome 63.0 | 
3122328,SM-G930V Build/MMB29M | Android 6.0.1 | chrome 60.0 for android | 2560x1440
3122330,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3122332,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 1334x750
3122333,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750
3122335,Windows |  | firefox 57.0 | 
3122336,Windows | Windows 10 | chrome 62.0 | 1920x1080
3122338, |  | safari generic | 
3122341,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x1024
3122342,SM-G955U Build/NRD90M | Android 7.0 | chrome 60.0 for android | 
3122343,LG-K530 Build/MMB29M |  | chrome 62.0 for android | 
3122345,rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 4096x2304
