device_id,device_info,device_type,os,browser,screen,match_status,is_new,is_proxy
SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,match_status:2,New,
SAMSUNG SM-A510M Build/MMB29K |  | samsung browser 6.2 | ,SAMSUNG SM-A510M Build/MMB29K,mobile,,samsung browser 6.2,,,New,
Alcatel_5098O Build/MMB29M |  | chrome 64.0 for android | ,Alcatel_5098O Build/MMB29M,mobile,,chrome 64.0 for android,,,New,
Windows | Windows 10 | chrome 64.0 | 1280x800,Windows,desktop,Windows 10,chrome 64.0,1280x800,match_status:2,New,
MacOS | Mac OS X 10_12_6 | chrome 61.0 | 3840x2400,MacOS,desktop,Mac OS X 10_12_6,chrome 61.0,3840x2400,match_status:2,New,
Windows | Windows 10 | chrome 64.0 | 1920x1200,Windows,desktop,Windows 10,chrome 64.0,1920x1200,match_status:2,New,
HTC One_M8 Build/MRA58K |  | chrome 64.0 for android | ,HTC One_M8 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
SM-A710M Build/NRD90M |  | chrome 64.0 for android | ,SM-A710M Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
SM-J327V Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1280x720,SM-J327V Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,1280x720,match_status:2,New,
Moto G Play Build/MPIS24.241-15.3-26 |  | chrome 64.0 for android | ,Moto G Play Build/MPIS24.241-15.3-26,mobile,,chrome 64.0 for android,,,New,
SAMSUNG SM-J320FN Build/LMY47V |  | chrome generic | ,SAMSUNG SM-J320FN Build/LMY47V,mobile,,chrome generic,,,Found,
CPH1701 |  | chrome 64.0 for android | ,CPH1701,mobile,,chrome 64.0 for android,,,New,
Pixel | Android 8.1.0 | chrome 64.0 for android | ,Pixel,mobile,Android 8.1.0,chrome 64.0 for android,,match_status:2,Unknown,
SM-P550 Build/NMF26X |  | chrome 64.0 for android | ,SM-P550 Build/NMF26X,mobile,,chrome 64.0 for android,,,New,
XT1032 Build/LPBS23.13-56-2 |  | chrome 64.0 for android | ,XT1032 Build/LPBS23.13-56-2,mobile,,chrome 64.0 for android,,,New,
Ilium X710 Build/MRA58K |  | chrome 64.0 for android | ,Ilium X710 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
A952 |  | android webview 4.0 | ,A952,mobile,,android webview 4.0,,,New,
HUAWEI CUN-L03 Build/HUAWEICUN-L03 |  | chrome 64.0 for android | ,HUAWEI CUN-L03 Build/HUAWEICUN-L03,mobile,,chrome 64.0 for android,,,New,
E5306 Build/27.3.A.0.165 |  | chrome 64.0 for android | ,E5306 Build/27.3.A.0.165,mobile,,chrome 64.0 for android,,,New,
HTC |  | chrome 64.0 for android | ,HTC,mobile,,chrome 64.0 for android,,,New,
Ilium |  | chrome 62.0 for android | ,Ilium,mobile,,chrome 62.0 for android,,,New,
SM-G930W8 Build/NRD90M |  | chrome 64.0 for android | ,SM-G930W8 Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
rv:58.0 | Windows 10 | firefox | 1366x768,rv:58.0,desktop,Windows 10,firefox,1366x768,match_status:2,New,
SM-T350 Build/NMF26X |  | android webview 4.0 | ,SM-T350 Build/NMF26X,mobile,,android webview 4.0,,,Unknown,
LG-K580 Build/MRA58K |  | chrome 53.0 for android | ,LG-K580 Build/MRA58K,mobile,,chrome 53.0 for android,,,New,
Windows | Windows 7 | chrome 64.0 | 1440x900,Windows,desktop,Windows 7,chrome 64.0,1440x900,match_status:2,New,
Ilium L910 Build/MRA58K |  | chrome 64.0 for android | ,Ilium L910 Build/MRA58K,mobile,,chrome 64.0 for android,,,Found,
XT1650 Build/NPLS26.118-20-5-11 |  | chrome 64.0 for android | ,XT1650 Build/NPLS26.118-20-5-11,mobile,,chrome 64.0 for android,,,New,
BOIE9 | Windows 7 | ie 11.0 for desktop | 1600x900,BOIE9,desktop,Windows 7,ie 11.0 for desktop,1600x900,match_status:2,Found,
SM-J710F Build/NRD90M |  | chrome 61.0 for android | ,SM-J710F Build/NRD90M,mobile,,chrome 61.0 for android,,,New,
SAMSUNG-SM-G935A Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1920x1080,SAMSUNG-SM-G935A Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,1920x1080,match_status:2,Found,
Z9 PLUS Build/NRD90M |  | chrome 63.0 for android | ,Z9 PLUS Build/NRD90M,mobile,,chrome 63.0 for android,,,New,
Windows | Windows 10 | chrome 64.0 | 1440x900,Windows,desktop,Windows 10,chrome 64.0,1440x900,match_status:2,Found,
Windows | Windows 7 | chrome 64.0 | 1600x1200,Windows,desktop,Windows 7,chrome 64.0,1600x1200,match_status:2,Found,
Windows | Windows 7 | chrome 64.0 | 1280x720,Windows,desktop,Windows 7,chrome 64.0,1280x720,match_status:2,New,
D6603 Build/23.5.A.1.291 |  | chrome 64.0 for android | ,D6603 Build/23.5.A.1.291,mobile,,chrome 64.0 for android,,,New,
SM-J727T1 Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1280x720,SM-J727T1 Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,1280x720,match_status:2,New,
Moto G Play Build/MPIS24.241-15.3-7 |  | chrome 64.0 for android | ,Moto G Play Build/MPIS24.241-15.3-7,mobile,,chrome 64.0 for android,,,Found,
CHC-U03 Build/HuaweiCHC-U03 |  | chrome 64.0 for android | ,CHC-U03 Build/HuaweiCHC-U03,mobile,,chrome 64.0 for android,,,Found,
Windows | Windows 7 | chrome 64.0 | 1280x800,Windows,desktop,Windows 7,chrome 64.0,1280x800,match_status:2,Found,
Windows | Windows 8.1 | chrome 64.0 | 1920x1080,Windows,desktop,Windows 8.1,chrome 64.0,1920x1080,match_status:2,Found,
RNE-L03 Build/HUAWEIRNE-L03 |  | chrome 64.0 for android | ,RNE-L03 Build/HUAWEIRNE-L03,mobile,,chrome 64.0 for android,,,New,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 1280x800,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,1280x800,match_status:2,New,
SM-J105B Build/LMY47V |  | chrome 64.0 for android | ,SM-J105B Build/LMY47V,mobile,,chrome 64.0 for android,,,New,
Dash |  | chrome 61.0 for android | ,Dash,mobile,,chrome 61.0 for android,,,Found,
SM-G935P Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1920x1080,SM-G935P Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,1920x1080,match_status:2,New,IP_PROXY:HIDDEN
LG-D331 Build/LRX22G |  | chrome 59.0 for android | ,LG-D331 Build/LRX22G,mobile,,chrome 59.0 for android,,,New,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 1920x1080,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,1920x1080,match_status:2,Found,
SM-A310M Build/NRD90M |  | chrome 64.0 for android | ,SM-A310M Build/NRD90M,mobile,,chrome 64.0 for android,,,Found,
Windows | Windows 7 | chrome 64.0 | 1280x1025,Windows,desktop,Windows 7,chrome 64.0,1280x1025,match_status:2,Found,
Windows | Windows 10 | chrome 61.0 | 1280x1025,Windows,desktop,Windows 10,chrome 61.0,1280x1025,match_status:2,New,
SM-G950U Build/NRD90M |  | android webview 4.0 | ,SM-G950U Build/NRD90M,mobile,,android webview 4.0,,,New,
Windows | Windows 8.1 | chrome 64.0 | 1366x768,Windows,desktop,Windows 8.1,chrome 64.0,1366x768,match_status:2,Found,
F3213 Build/36.0.A.2.146 |  | chrome 64.0 for android | ,F3213 Build/36.0.A.2.146,mobile,,chrome 64.0 for android,,,New,
F3113 Build/33.3.A.1.97 |  | chrome 64.0 for android | ,F3113 Build/33.3.A.1.97,mobile,,chrome 64.0 for android,,,Found,
SM-J500M Build/LMY48B |  | chrome 64.0 for android | ,SM-J500M Build/LMY48B,mobile,,chrome 64.0 for android,,,Found,
F3113 |  | chrome 64.0 for android | ,F3113,mobile,,chrome 64.0 for android,,,New,
LG-D320 |  | chrome 61.0 for android | ,LG-D320,mobile,,chrome 61.0 for android,,,New,
SLA-L03 Build/HUAWEISLA-L03 |  | chrome 64.0 for android | ,SLA-L03 Build/HUAWEISLA-L03,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_11_6 | chrome 64.0 | 1920x1080,MacOS,desktop,Mac OS X 10_11_6,chrome 64.0,1920x1080,match_status:2,Found,
NX521J |  | chrome 64.0 for android | ,NX521J,mobile,,chrome 64.0 for android,,,New,
Moto Z2 Play Build/NPSS26.118-19-4 |  | chrome 64.0 for android | ,Moto Z2 Play Build/NPSS26.118-19-4,mobile,,chrome 64.0 for android,,,New,
SM-E500M Build/KTU84P |  | chrome 64.0 for android | ,SM-E500M Build/KTU84P,mobile,,chrome 64.0 for android,,,New,
916 |  | chrome 59.0 for android | ,916,mobile,,chrome 59.0 for android,,,New,
ZTE |  | chrome 60.0 for android | ,ZTE,mobile,,chrome 60.0 for android,,,New,
4034G |  | chrome 64.0 for android | ,4034G,mobile,,chrome 64.0 for android,,,New,
Gravity Build/NRD90M |  | chrome 58.0 for android | ,Gravity Build/NRD90M,mobile,,chrome 58.0 for android,,,New,
LG-X230 Build/MRA58K |  | chrome 64.0 for android | ,LG-X230 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
TA-1027 |  | chrome 64.0 for android | ,TA-1027,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_12_6 | chrome 64.0 | 1920x1080,MacOS,desktop,Mac OS X 10_12_6,chrome 64.0,1920x1080,match_status:2,Found,
PLUS |  | chrome 63.0 for android | ,PLUS,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_12_6 | chrome 59.0 | 2560x1600,MacOS,desktop,Mac OS X 10_12_6,chrome 59.0,2560x1600,match_status:2,Found,
SM-A320FL Build/MMB29K |  | chrome 64.0 for android | ,SM-A320FL Build/MMB29K,mobile,,chrome 64.0 for android,,,New,
ALCATEL ONE TOUCH 7042A Build/JDQ39 |  | chrome 61.0 for android | ,ALCATEL ONE TOUCH 7042A Build/JDQ39,mobile,,chrome 61.0 for android,,,Found,
BLADE A520 Build/NRD90M |  | chrome 64.0 for android | ,BLADE A520 Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
TREKKER-X3 Build/MMB29M |  | chrome 64.0 for android | ,TREKKER-X3 Build/MMB29M,mobile,,chrome 64.0 for android,,,New,
Pixel Build/OPM1.171019.016 | Android 8.1.0 | chrome 64.0 for android | ,Pixel Build/OPM1.171019.016,mobile,Android 8.1.0,chrome 64.0 for android,,match_status:2,New,
C6906 |  | chrome 50.0 for android | ,C6906,mobile,,chrome 50.0 for android,,,Found,
Windows | Windows 10 | chrome 64.0 | ,Windows,desktop,Windows 10,chrome 64.0,,match_status:2,New,
MacOS | Mac OS X 10_11_6 | other | 1920x1080,MacOS,mobile,Mac OS X 10_11_6,other,1920x1080,match_status:2,New,
LG-D680 Build/KOT49I |  | chrome 64.0 for android | ,LG-D680 Build/KOT49I,mobile,,chrome 64.0 for android,,,New,
LG-X180g Build/LMY47I |  | chrome 57.0 for android | ,LG-X180g Build/LMY47I,mobile,,chrome 57.0 for android,,,New,
Windows | Windows 7 | chrome 49.0 | 1440x900,Windows,desktop,Windows 7,chrome 49.0,1440x900,match_status:2,New,
Nexus | Android 7.1.1 | chrome 64.0 for android | 2562x1442,Nexus,mobile,Android 7.1.1,chrome 64.0 for android,2562x1442,match_status:2,New,
MacOS | Mac OS X 10_12_6 | chrome 64.0 | 1440x900,MacOS,desktop,Mac OS X 10_12_6,chrome 64.0,1440x900,match_status:2,New,
LG-H840 Build/MMB29M |  | chrome 64.0 for android | ,LG-H840 Build/MMB29M,mobile,,chrome 64.0 for android,,,New,
Linux i686 |  | firefox 56.0 | ,Linux i686,desktop,,firefox 56.0,,,New,
SM-N910T3 |  | chrome 63.0 for android | ,SM-N910T3,mobile,,chrome 63.0 for android,,,Found,
iOS Device | iOS 10.3.2 | mobile safari generic | 2001x1125,iOS Device,mobile,iOS 10.3.2,mobile safari generic,2001x1125,match_status:1,New,
SM-N950U Build/NMF26X | Android 7.1.1 | chrome 64.0 for android | 2961x1442,SM-N950U Build/NMF26X,mobile,Android 7.1.1,chrome 64.0 for android,2961x1442,match_status:2,New,
M4 SS4453 Build/MMB29M |  | chrome 51.0 for android | ,M4 SS4453 Build/MMB29M,mobile,,chrome 51.0 for android,,,New,
Blade V580 Build/LMY47D |  | chrome 64.0 for android | ,Blade V580 Build/LMY47D,mobile,,chrome 64.0 for android,,,New,
SM-T800 Build/MMB29K |  | chrome 64.0 for android | ,SM-T800 Build/MMB29K,mobile,,chrome 64.0 for android,,,New,
iOS Device | iOS 11.0.2 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.0.2,mobile safari generic,1136x640,match_status:1,New,
Redmi Note 4 Build/NRD90M |  | chrome 64.0 for android | ,Redmi Note 4 Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
F3213 Build/36.1.A.1.86 |  | chrome 64.0 for android | ,F3213 Build/36.1.A.1.86,mobile,,chrome 64.0 for android,,,New,
rv:58.0 | Mac OS X 10.12 | firefox 58.0 | 1440x900,rv:58.0,desktop,Mac OS X 10.12,firefox 58.0,1440x900,match_status:2,Found,
HTC One M9 Build/NRD90M |  | chrome 64.0 for android | ,HTC One M9 Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_13_2 | chrome 64.0 | 2880x1800,MacOS,desktop,Mac OS X 10_13_2,chrome 64.0,2880x1800,match_status:2,Found,
D5803 Build/23.5.A.1.291 |  | chrome 64.0 for android | ,D5803 Build/23.5.A.1.291,mobile,,chrome 64.0 for android,,,Unknown,
SM-J530GM Build/NRD90M |  | other | ,SM-J530GM Build/NRD90M,mobile,,other,,,New,
9203A Build/MRA58K |  | chrome 49.0 for android | ,9203A Build/MRA58K,mobile,,chrome 49.0 for android,,,New,
MHA-L29 Build/HUAWEIMHA-L29 |  | chrome 64.0 for android | ,MHA-L29 Build/HUAWEIMHA-L29,mobile,,chrome 64.0 for android,,,New,
SM-G920T Build/NRD90M |  | chrome 64.0 for android | ,SM-G920T Build/NRD90M,mobile,,chrome 64.0 for android,,,Found,
SGH-I337M |  | chrome 64.0 for android | ,SGH-I337M,mobile,,chrome 64.0 for android,,,Found,
5025G Build/LMY47I |  | chrome 55.0 for android | ,5025G Build/LMY47I,mobile,,chrome 55.0 for android,,,New,
F5321 Build/34.3.A.0.238 |  | chrome 64.0 for android | ,F5321 Build/34.3.A.0.238,mobile,,chrome 64.0 for android,,,Found,
SM-G903F Build/MMB29K |  | chrome 64.0 for android | ,SM-G903F Build/MMB29K,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_12_5 | chrome 63.0 | 2560x1600,MacOS,desktop,Mac OS X 10_12_5,chrome 63.0,2560x1600,match_status:2,Found,
M4 SS4456 Build/LMY47V |  | chrome 64.0 for android | ,M4 SS4456 Build/LMY47V,mobile,,chrome 64.0 for android,,,New,
rv:58.0 | Mac OS X 10.10 | firefox 58.0 | 1280x800,rv:58.0,desktop,Mac OS X 10.10,firefox 58.0,1280x800,match_status:2,Found,
Lenovo A6020l37 Build/LMY47V |  | chrome 64.0 for android | ,Lenovo A6020l37 Build/LMY47V,mobile,,chrome 64.0 for android,,,New,
iOS Device | iOS 11.2.1 | chrome 64.0 for ios | 2224x1668,iOS Device,mobile,iOS 11.2.1,chrome 64.0 for ios,2224x1668,match_status:2,New,
Windows | Windows 10 | chrome 64.0 | 1024x768,Windows,desktop,Windows 10,chrome 64.0,1024x768,match_status:2,Found,
LG-H901 | Android 7.0 | chrome 64.0 for android | 2560x1440,LG-H901,mobile,Android 7.0,chrome 64.0 for android,2560x1440,match_status:2,New,
MacOS | Mac OS X 10_13_3 | chrome 64.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_3,chrome 64.0,1440x900,match_status:2,New,
HTC Desire 626s Build/LMY47O |  | chrome 64.0 for android | ,HTC Desire 626s Build/LMY47O,mobile,,chrome 64.0 for android,,,New,
Windows | Windows 10 | edge 14.0 | 2560x1440,Windows,desktop,Windows 10,edge 14.0,2560x1440,match_status:2,New,
PE-TL10 |  | chrome 64.0 for android | ,PE-TL10,mobile,,chrome 64.0 for android,,,New,
E6833 |  | chrome 64.0 for android | ,E6833,mobile,,chrome 64.0 for android,,,New,
P5006A |  | chrome 64.0 for android | ,P5006A,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_12_6 | chrome 64.0 | 2560x1600,MacOS,desktop,Mac OS X 10_12_6,chrome 64.0,2560x1600,match_status:2,Found,
HUAWEI TAG-L13 Build/HUAWEITAG-L13 |  | chrome 57.0 for android | ,HUAWEI TAG-L13 Build/HUAWEITAG-L13,mobile,,chrome 57.0 for android,,,New,
SM-G930V Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2560x1440,SM-G930V Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2560x1440,match_status:2,New,
SM-S327VL | Android 6.0.1 | chrome 64.0 for android | 1280x720,SM-S327VL,mobile,Android 6.0.1,chrome 64.0 for android,1280x720,match_status:2,New,
SM-G930P Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1920x1080,SM-G930P Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,1920x1080,match_status:2,Found,
Z2 |  | android webview 4.0 | ,Z2,mobile,,android webview 4.0,,,New,
XT1032 Build/LPBS23.13-56-2 |  | chrome 57.0 for android | ,XT1032 Build/LPBS23.13-56-2,mobile,,chrome 57.0 for android,,,New,
SM-T820 Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2048x1536,SM-T820 Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2048x1536,match_status:2,New,
SM-J710MN Build/MMB29K |  | chrome 61.0 for android | ,SM-J710MN Build/MMB29K,mobile,,chrome 61.0 for android,,,New,
MacOS | Mac OS X 10_13_3 | chrome 64.0 | 2560x1600,MacOS,desktop,Mac OS X 10_13_3,chrome 64.0,2560x1600,match_status:2,Found,
MacOS | Mac OS X 10_10_5 | chrome 64.0 | 2560x1600,MacOS,desktop,Mac OS X 10_10_5,chrome 64.0,2560x1600,match_status:2,New,
REVVLPLUS | Android 7.1.1 | chrome 64.0 for android | 1920x1080,REVVLPLUS,mobile,Android 7.1.1,chrome 64.0 for android,1920x1080,match_status:2,New,
SM-J700H Build/MMB29K |  | chrome 64.0 for android | ,SM-J700H Build/MMB29K,mobile,,chrome 64.0 for android,,,Found,
SM-G950U Build/NRD90M |  | chrome 64.0 for android | ,SM-G950U Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
SM-J320FN Build/LMY47V |  | chrome 64.0 for android | ,SM-J320FN Build/LMY47V,mobile,,chrome 64.0 for android,,,New,
LG-M250 Build/NRD90U |  | chrome 64.0 for android | ,LG-M250 Build/NRD90U,mobile,,chrome 64.0 for android,,,New,
Ilium LT510 Build/MRA58K |  | chrome 62.0 for android | ,Ilium LT510 Build/MRA58K,mobile,,chrome 62.0 for android,,,New,
CHC-U03 Build/HuaweiCHC-U03 |  | chrome 57.0 for android | ,CHC-U03 Build/HuaweiCHC-U03,mobile,,chrome 57.0 for android,,,New,
MacOS | Mac OS X 10_11_6 | chrome 64.0 | 1680x1050,MacOS,desktop,Mac OS X 10_11_6,chrome 64.0,1680x1050,match_status:2,New,
Ilium L620 Build/NRD90M |  | chrome 64.0 for android | ,Ilium L620 Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
SM-A720F Build/NRD90M |  | chrome 58.0 for android | ,SM-A720F Build/NRD90M,mobile,,chrome 58.0 for android,,,New,
Joy |  | chrome 64.0 for android | ,Joy,mobile,,chrome 64.0 for android,,,New,
XT1635-02 |  | chrome 64.0 for android | ,XT1635-02,mobile,,chrome 64.0 for android,,,New,
SGH-M919V |  | chrome 64.0 for android | ,SGH-M919V,mobile,,chrome 64.0 for android,,,New,
SM-G920I |  | chrome 63.0 for android | ,SM-G920I,mobile,,chrome 63.0 for android,,,New,
MotoG3-TE Build/MPDS24.65-33-1-30 |  | chrome 64.0 for android | ,MotoG3-TE Build/MPDS24.65-33-1-30,mobile,,chrome 64.0 for android,,,Found,
Linux x86_64 | Linux | firefox 58.0 | 1920x1080,Linux x86_64,desktop,Linux,firefox 58.0,1920x1080,match_status:2,Found,
LG-K500 Build/MMB29M |  | chrome 50.0 for android | ,LG-K500 Build/MMB29M,mobile,,chrome 50.0 for android,,,New,
Tmovi Build/Vision |  | chrome 64.0 for android | ,Tmovi Build/Vision,mobile,,chrome 64.0 for android,,,New,
XT1068 |  | chrome 64.0 for android | ,XT1068,mobile,,chrome 64.0 for android,,,New,
SM-G903M |  | chrome 64.0 for android | ,SM-G903M,mobile,,chrome 64.0 for android,,,New,
Pixel Build/OPM1.171019.012 |  | chrome 64.0 for android | ,Pixel Build/OPM1.171019.012,mobile,,chrome 64.0 for android,,,New,
XT1021 Build/LPCS23.13-34.8-3 |  | chrome 63.0 for android | ,XT1021 Build/LPCS23.13-34.8-3,mobile,,chrome 63.0 for android,,,New,
Advance |  | chrome 56.0 for android | ,Advance,mobile,,chrome 56.0 for android,,,New,
Y635-L03 Build/HuaweiY635-L03 |  | chrome 64.0 for android | ,Y635-L03 Build/HuaweiY635-L03,mobile,,chrome 64.0 for android,,,New,
rv:58.0 | Mac OS X 10.11 | firefox 58.0 | 1920x1080,rv:58.0,desktop,Mac OS X 10.11,firefox 58.0,1920x1080,match_status:2,Found,
Windows | Windows 7 | firefox 58.0 | 1680x1050,Windows,desktop,Windows 7,firefox 58.0,1680x1050,match_status:0,Found,
rv:31.0 | Windows 7 | firefox | 1920x1080,rv:31.0,desktop,Windows 7,firefox,1920x1080,match_status:2,New,
Blade A510 Build/MRA58K |  | chrome 64.0 for android | ,Blade A510 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
HTC Desire 626s Build/LMY47O | Android | chrome 64.0 for android | 1280x720,HTC Desire 626s Build/LMY47O,mobile,Android,chrome 64.0 for android,1280x720,match_status:2,New,IP_PROXY:TRANSPARENT
SAMSUNG SM-J327T Build/NRD90M |  | samsung browser 6.2 | ,SAMSUNG SM-J327T Build/NRD90M,mobile,,samsung browser 6.2,,,Found,
rv:58.0 | Mac OS X 10.11 | firefox 58.0 | 2560x1440,rv:58.0,desktop,Mac OS X 10.11,firefox 58.0,2560x1440,match_status:2,Found,
Windows | Windows 7 | chrome | 2520x1575,Windows,desktop,Windows 7,chrome,2520x1575,match_status:2,Found,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 1440x900,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,1440x900,match_status:2,Found,
SM-G360F |  | chrome 63.0 for android | ,SM-G360F,mobile,,chrome 63.0 for android,,,Found,
PLK-L01 Build/HONORPLK-L01 |  | chrome 61.0 for android | ,PLK-L01 Build/HONORPLK-L01,mobile,,chrome 61.0 for android,,,New,
 | Android | chrome 64.0 | ,,mobile,Android,chrome 64.0,,match_status:2,Found,
Hisense F23 Build/NRD90M |  | chrome 64.0 for android | ,Hisense F23 Build/NRD90M,mobile,,chrome 64.0 for android,,,Found,
Windows | Windows 7 | chrome 64.0 | 1281x720,Windows,desktop,Windows 7,chrome 64.0,1281x720,match_status:2,Found,
iOS Device | iOS 10.2.0 | mobile safari generic | 2048x1536,iOS Device,mobile,iOS 10.2.0,mobile safari generic,2048x1536,match_status:1,New,
Windows | Windows 8.1 | chrome 64.0 | 3200x1800,Windows,desktop,Windows 8.1,chrome 64.0,3200x1800,match_status:2,Found,
MacOS | Mac OS X 10_11_6 | chrome 64.0 | 2880x1800,MacOS,desktop,Mac OS X 10_11_6,chrome 64.0,2880x1800,match_status:2,New,
rv:49.0 | Windows 7 | firefox | 1440x900,rv:49.0,desktop,Windows 7,firefox,1440x900,match_status:2,New,
LG-H320 Build/LRX21Y |  | chrome | ,LG-H320 Build/LRX21Y,mobile,,chrome,,,New,
MacOS | Mac OS X 10_9_5 | safari generic | 2048x1152,MacOS,desktop,Mac OS X 10_9_5,safari generic,2048x1152,match_status:2,New,
SM-G955U Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2961x1442,SM-G955U Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2961x1442,match_status:2,Found,
SM-G928V Build/NRD90M | Android 7.0 | chrome 64.0 for android | ,SM-G928V Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,,match_status:2,Found,
VS425PP Build/LMY47V |  | chrome 64.0 for android | ,VS425PP Build/LMY47V,mobile,,chrome 64.0 for android,,,New,
rv:58.0 | Windows 10 | firefox | 1600x900,rv:58.0,desktop,Windows 10,firefox,1600x900,match_status:2,Found,
ALCATEL ONE TOUCH 7047A Build/JDQ39 |  | chrome 63.0 for android | ,ALCATEL ONE TOUCH 7047A Build/JDQ39,mobile,,chrome 63.0 for android,,,New,
SM-J510FN |  | chrome 64.0 for android | ,SM-J510FN,mobile,,chrome 64.0 for android,,,Found,
ZA409 |  | android browser 4.0 | ,ZA409,mobile,,android browser 4.0,,,New,
WAS-LX1A Build/HUAWEIWAS-LX1A |  | chrome 64.0 for android | ,WAS-LX1A Build/HUAWEIWAS-LX1A,mobile,,chrome 64.0 for android,,,Found,
Blade V6 Build/LRX22G |  | chrome 60.0 for android | ,Blade V6 Build/LRX22G,mobile,,chrome 60.0 for android,,,New,
SM-G920V Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2560x1440,SM-G920V Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2560x1440,match_status:2,New,
Energy X 2 Build/E050L |  | chrome 64.0 for android | ,Energy X 2 Build/E050L,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_12_5 | chrome 64.0 | 2880x1800,MacOS,desktop,Mac OS X 10_12_5,chrome 64.0,2880x1800,match_status:2,Found,
Windows | Windows 8.1 | firefox 58.0 | ,Windows,desktop,Windows 8.1,firefox 58.0,,match_status:1,Found,
rv:54.0 | Windows 10 | firefox | 1600x900,rv:54.0,desktop,Windows 10,firefox,1600x900,match_status:2,New,
SM-G950U Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2220x1080,SM-G950U Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2220x1080,match_status:2,New,
Alcatel_5098O Build/MMB29M |  | chrome 61.0 for android | ,Alcatel_5098O Build/MMB29M,mobile,,chrome 61.0 for android,,,New,
LG-H850 Build/MMB29M |  | chrome 59.0 for android | ,LG-H850 Build/MMB29M,mobile,,chrome 59.0 for android,,,New,
SAMSUNG-SM-G928A Build/NRD90M |  | chrome 63.0 for android | ,SAMSUNG-SM-G928A Build/NRD90M,mobile,,chrome 63.0 for android,,,New,
SAMSUNG-SM-G530AZ Build/LMY48B |  | chrome 62.0 for android | ,SAMSUNG-SM-G530AZ Build/LMY48B,mobile,,chrome 62.0 for android,,,New,
Nexus 5 Build/M4B30Z |  | chrome 64.0 for android | ,Nexus 5 Build/M4B30Z,mobile,,chrome 64.0 for android,,,New,
SM-J327T1 Build/NRD90M |  | chrome 64.0 for android | ,SM-J327T1 Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
Windows | Windows 8.1 | opera | 1366x768,Windows,desktop,Windows 8.1,opera,1366x768,match_status:1,Found,
Windows | Windows 10 | chrome 64.0 | 1280x1025,Windows,desktop,Windows 10,chrome 64.0,1280x1025,match_status:2,Found,
MacOS | Mac OS X 10_11_6 | chrome 64.0 | 1440x900,MacOS,desktop,Mac OS X 10_11_6,chrome 64.0,1440x900,match_status:2,Found,IP_PROXY:TRANSPARENT
