card_id,customer_id,card_type
C11916-K1,C11916,visa debit
C11919-K2,C11919,mastercard credit
C11923-K2,C11923,visa debit
C11929-K2,C11929,visa debit
C11933-K1,C11933,visa credit
C11937-K1,C11937,visa credit
C11944-K1,C11944,visa debit
C11945-K2,C11945,visa debit
C11951-K1,C11951,mastercard credit
C11952-K1,C11952,mastercard debit
C11958-K1,C11958,mastercard debit
C11964-K1,C11964,visa debit
C11965-K1,C11965,visa credit
C11970-K1,C11970,visa debit
C11987-K1,C11987,visa credit
C11998-K1,C11998,american express credit
C12002-K1,C12002,american express credit
C12005-K1,C12005,mastercard debit
C12007-K2,C12007,mastercard debit
C12011-K1,C12011,visa debit
C12012-K1,C12012,mastercard debit
C12018-K1,C12018,mastercard debit
C12028-K2,C12028,visa credit
C12033-K1,C12033,
C12036-K2,C12036,visa debit
C12044-K1,C12044,mastercard credit
C12057-K1,C12057,mastercard debit
C12060-K1,C12060,visa debit
C12061-K2,C12061,visa debit
C12063-K1,C12063,visa credit
C12084-K2,C12084,visa debit
C12092-K1,C12092,mastercard credit
C12092-K2,C12092,mastercard debit
C12094-K2,C12094,visa debit
C12097-K1,C12097,mastercard debit
C12103-K1,C12103,visa debit
C12111-K1,C12111,visa debit
C12132-K2,C12132,mastercard debit
C12136-K2,C12136,visa credit
C12144-K2,C12144,mastercard debit
C12160-K1,C12160,visa credit
C12163-K1,C12163,visa credit
C12166-K2,C12166,visa debit
C12191-K1,C12191,visa credit
C12193-K1,C12193,visa debit
C12199-K1,C12199,visa debit
C12203-K1,C12203,american express credit
C12211-K2,C12211,visa debit
C12223-K1,C12223,visa debit
C12230-K1,C12230,mastercard debit
C12250-K1,C12250,american express credit
C12251-K1,C12251,american express credit
C12258-K2,C12258,visa credit
C12265-K2,C12265,visa debit
C12267-K2,C12267,visa debit
C12274-K1,C12274,mastercard debit
C12276-K1,C12276,visa debit
C12283-K1,C12283,visa debit
C12291-K1,C12291,mastercard debit
C12295-K2,C12295,mastercard debit
C12296-K1,C12296,visa debit
C12305-K1,C12305,american express credit
C12309-K1,C12309,american express credit
C12311-K2,C12311,mastercard debit
C12330-K1,C12330,american express credit
C12336-K1,C12336,visa credit
C12382-K1,C12382,visa debit
C12385-K1,C12385,american express credit
C12386-K1,C12386,visa debit
C12395-K2,C12395,
C12397-K1,C12397,visa debit
C12399-K1,C12399,visa debit
C12403-K1,C12403,visa debit
C12409-K1,C12409,visa debit
C12412-K1,C12412,visa credit
C12417-K1,C12417,mastercard debit
C12418-K1,C12418,visa credit
C12420-K1,C12420,mastercard credit
C12446-K1,C12446,nan credit
C12448-K1,C12448,american express credit
C12450-K1,C12450,american express credit
C12453-K1,C12453,visa credit
C12454-K1,C12454,american express credit
C12470-K1,C12470,mastercard debit
C12476-K1,C12476,visa credit
C12492-K1,C12492,visa credit
C12501-K1,C12501,visa debit
C12509-K2,C12509,mastercard credit
C12517-K2,C12517,visa debit
C12525-K1,C12525,visa debit
C12532-K1,C12532,mastercard credit
C12542-K1,C12542,mastercard debit
C12552-K1,C12552,american express credit
C12574-K1,C12574,visa credit
C12578-K1,C12578,visa debit
C12585-K1,C12585,visa credit
C12586-K1,C12586,visa debit
C12591-K1,C12591,american express credit
C12598-K2,C12598,visa debit
C12602-K1,C12602,visa credit
C12623-K1,C12623,visa credit
C12626-K2,C12626,visa credit
C12634-K1,C12634,visa debit
C12641-K2,C12641,visa debit
C12644-K1,C12644,mastercard credit
C12645-K1,C12645,visa credit
C12646-K1,C12646,visa debit
C12655-K1,C12655,visa debit
C12656-K1,C12656,visa debit
C12658-K1,C12658,american express credit
C12670-K1,C12670,visa debit
C12680-K1,C12680,visa credit
C12681-K1,C12681,mastercard credit
C12682-K1,C12682,mastercard credit
C12690-K2,C12690,visa debit
C12703-K1,C12703,mastercard debit
C12705-K2,C12705,visa debit
C12707-K1,C12707,mastercard debit
C12717-K1,C12717,visa credit
C12730-K1,C12730,american express credit
C12736-K1,C12736,visa debit
C12738-K1,C12738,visa debit
C12742-K1,C12742,mastercard debit
C12744-K1,C12744,visa credit
C12748-K2,C12748,mastercard debit
C12754-K1,C12754,visa debit
C12758-K1,C12758,visa credit
C12773-K1,C12773,american express credit
C12785-K2,C12785,mastercard debit
C12793-K1,C12793,mastercard debit
C12796-K1,C12796,discover credit
C12797-K1,C12797,visa debit
C12811-K1,C12811,mastercard credit
C12815-K1,C12815,american express credit
C12835-K2,C12835,visa debit
C12846-K1,C12846,american express credit
C12861-K1,C12861,visa debit
C12865-K1,C12865,visa credit
C12885-K1,C12885,visa debit
C12887-K1,C12887,visa debit
C12889-K1,C12889,visa debit
C12897-K1,C12897,visa credit
C12900-K2,C12900,mastercard debit
C12901-K1,C12901,visa debit
C12913-K1,C12913,american express credit
C12920-K1,C12920,visa credit
C12923-K1,C12923,visa credit
C12930-K1,C12930,american express credit
C12942-K2,C12942,visa credit
C12947-K1,C12947,visa debit
C12961-K2,C12961,visa credit
C12966-K1,C12966,mastercard credit
C12967-K1,C12967,american express credit
C12971-K1,C12971,mastercard credit
C12972-K1,C12972,american express credit
C12975-K2,C12975,visa debit
C12982-K1,C12982,visa credit
C12983-K1,C12983,mastercard credit
C12984-K2,C12984,visa debit
C12987-K1,C12987,mastercard credit
C12989-K1,C12989,visa debit
C12991-K1,C12991,visa debit
C13001-K1,C13001,visa debit
C13005-K1,C13005,american express credit
C13007-K1,C13007,visa debit
C13012-K1,C13012,visa debit
C13019-K1,C13019,american express credit
C13025-K1,C13025,visa credit
C13034-K1,C13034,mastercard credit
C13036-K1,C13036,visa debit
C13037-K1,C13037,visa credit
C13048-K1,C13048,visa debit
C13052-K1,C13052,mastercard debit
C13058-K2,C13058,visa credit
C13060-K1,C13060,american express credit
C13061-K1,C13061,visa credit
C13064-K1,C13064,american express credit
C13067-K1,C13067,mastercard credit
C13076-K1,C13076,american express credit
C13081-K1,C13081,mastercard credit
C13086-K2,C13086,visa credit
C13095-K1,C13095,visa credit
C13119-K1,C13119,mastercard credit
C13122-K1,C13122,visa credit
C13139-K1,C13139,american express credit
C13140-K1,C13140,visa credit
C13147-K1,C13147,visa credit
C13160-K1,C13160,american express credit
C13163-K1,C13163,mastercard credit
C13167-K1,C13167,american express credit
C13171-K2,C13171,visa credit
C13172-K1,C13172,mastercard credit
C13175-K1,C13175,american express credit
C13190-K2,C13190,visa credit
C13191-K1,C13191,mastercard debit
C13227-K1,C13227,visa debit
C13236-K1,C13236,visa debit
C13241-K1,C13241,mastercard debit
C13249-K1,C13249,visa debit
C13253-K2,C13253,visa debit
C13254-K1,C13254,mastercard credit
C13256-K1,C13256,mastercard debit
C13259-K1,C13259,visa credit
C13268-K1,C13268,visa debit
C13269-K2,C13269,visa debit
C13273-K1,C13273,american express credit
C13290-K1,C13290,mastercard credit
C13328-K1,C13328,visa credit
C13332-K1,C13332,visa credit
C13349-K2,C13349,visa credit
C13354-K2,C13354,visa debit
C13355-K1,C13355,visa credit
C13364-K1,C13364,visa debit
C13372-K1,C13372,mastercard credit
C13374-K1,C13374,visa debit
C13388-K1,C13388,visa credit
C13389-K1,C13389,mastercard debit
C13392-K1,C13392,visa credit
C13402-K1,C13402,visa debit
C13403-K2,C13403,mastercard debit
C13404-K1,C13404,visa debit
C13407-K1,C13407,mastercard debit
C13410-K1,C13410,visa debit
C13414-K1,C13414,visa credit
C13423-K1,C13423,visa debit
C13429-K1,C13429,visa credit
C13432-K1,C13432,mastercard credit
C13440-K2,C13440,mastercard debit
C13447-K1,C13447,visa credit
C13449-K1,C13449,mastercard debit
C13450-K1,C13450,american express credit
C13454-K1,C13454,visa debit
C13456-K1,C13456,mastercard credit
C13465-K1,C13465,visa debit
C13478-K1,C13478,american express credit
C13487-K1,C13487,mastercard debit
C13492-K1,C13492,american express credit
C13504-K1,C13504,visa credit
C13507-K1,C13507,visa credit
C13514-K1,C13514,visa credit
C13521-K1,C13521,mastercard debit
C13527-K1,C13527,visa credit
C13541-K1,C13541,mastercard debit
